car,price,body,mileage,engV,engType,registration,year,model,drive
Land Rover,35750.0,crossover,71,2.2,Diesel,yes,2013,Range Rover Evoque,full
Acura,30999.0,crossover,32,3.7,Other,yes,2010,ZDX,full
Fiat,1900.0,sedan,290,1.6,Gas,yes,1996,Tempra,front
Peugeot,2000.0,van,496,2.5,Other,yes,1996,Boxer ïàññ.,front
Chevrolet,6999.0,hatch,113,1.8,Other,yes,2007,Lacetti,front
Citroen,1650.0,sedan,240,2.2,Diesel,no,2001,C5,front
Renault,5800.0,van,143,1.5,Diesel,yes,2007,Kangoo ïàññ.,front
Volkswagen,2900.0,hatch,230,1.6,Petrol,yes,2000,Golf IV,front
Citroen,1600.0,sedan,200,2.0,Diesel,yes,2000,Xantia,front
Hyundai,0.0,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Opel,1400.0,vagon,200,1.6,Petrol,no,1998,Vectra B,front
Land Rover,39900.0,crossover,120,5.0,Petrol,yes,2012,Range Rover,full
Ford,6899.0,van,189,2.0,Diesel,yes,2006,Transit ïàññ.,front
Land Rover,46900.0,crossover,50,5.0,Petrol,yes,2012,Range Rover,full
Geely,8400.0,sedan,53,2.0,Gas,yes,2014,Emgrand 8,front
Lexus,55000.0,crossover,85,5.7,Gas,yes,2011,LX 570,full
Mercedes-Benz,31990.0,crossover,95,4.7,Petrol,yes,2010,GL 450,full
Mercedes-Benz,24990.0,sedan,85,5.5,Petrol,yes,2008,S 500,full
Mercedes-Benz,30500.0,sedan,89,6.3,Petrol,yes,2008,CLS 63 AMG,rear
Mercedes-Benz,23900.0,sedan,187,5.5,Petrol,yes,2007,S 550,full
BMW,52222.0,hatch,3,2.0,Diesel,yes,2016,4 Series Gran Coupe,full
Nissan,9000.0,sedan,25,1.6,Petrol,yes,2011,Almera,front
Audi,6200.0,sedan,200,1.8,Petrol,yes,2003,A4,front
Mercedes-Benz,8400.0,other,457,5.0,Gas,yes,1996,S 140,rear
Audi,8600.0,sedan,260,2.5,Diesel,yes,2002,A6,front
Alfa Romeo,2300.0,sedan,94,1.8,Petrol,no,2000,156,front
Mitsubishi,15900.0,crossover,180,3.0,Gas,yes,2008,Pajero Wagon,full
Nissan,21999.0,crossover,109,3.0,Diesel,yes,2005,Patrol,full
Volvo,17000.0,sedan,135,1.6,Petrol,yes,2012,S60,front
Hyundai,33500.0,crossover,0,2.0,Petrol,yes,2016,Tucson,full
Volkswagen,2600.0,sedan,280,2.5,Diesel,no,2000,Passat B5,front
Volkswagen,16800.0,crossover,249,5.0,Diesel,yes,2005,Touareg,full
Citroen,14222.0,van,42,1.6,Diesel,yes,2015,Berlingo ïàññ.,front
Opel,3800.0,sedan,327,1.8,Petrol,yes,1998,Vectra B,front
Infiniti,27900.0,sedan,49,2.5,Petrol,yes,2013,G25,rear
VAZ,4500.0,vagon,100,1.6,Gas,yes,2009,2109,
Volkswagen,7750.0,van,235,1.9,Diesel,yes,2004,T5 (Transporter) ïàññ.,front
Citroen,5777.0,other,103,1.6,Petrol,yes,2008,C4,front
BMW,6699.0,sedan,299,2.2,Petrol,yes,2001,523,rear
Porsche,36999.0,crossover,112,3.0,Diesel,yes,2010,Cayenne,full
Audi,6499.0,sedan,270,4.2,Petrol,yes,2000,S8,full
Hyundai,9650.0,crossover,170,2.0,Diesel,yes,2006,Tucson,full
BMW,9100.0,sedan,230,2.0,Gas,yes,2004,318,rear
Fiat,2900.0,vagon,270,1.9,Diesel,no,2004,Doblo ïàññ.,front
Fiat,6500.0,van,170,1.3,Diesel,yes,2009,Fiorino ïàññ.,front
Toyota,8500.0,hatch,55,1.0,Petrol,yes,2011,Aygo,front
Volvo,24000.0,vagon,55,1.6,Diesel,yes,2013,V40,front
BMW,3000.0,sedan,350,99.99,Other,yes,1992,520,rear
Chevrolet,0.0,van,130,4.3,Petrol,yes,1998,Astro ïàññ.,full
Samand,5500.0,sedan,95,1.8,Gas,yes,2007,EL,front
VAZ,4000.0,sedan,150,1.6,Petrol,yes,2007,2170,front
Citroen,9100.0,van,110,2.0,Diesel,yes,2013,Jumpy ãðóç.,
Peugeot,7500.0,other,167,1.6,Diesel,yes,2010,Partner ãðóç.,front
Kia,9750.0,crossover,150,2.0,Petrol,yes,2008,Sportage,front
Fiat,3650.0,van,120,2.0,Diesel,yes,2001,Scudo ãðóç.,front
Audi,39900.0,other,12,1.8,Petrol,yes,2014,A5,front
Mercedes-Benz,5400.0,sedan,285,2.2,Diesel,no,2002,220,rear
Volkswagen,2200.0,hatch,33,1.9,Diesel,yes,1985,Golf II,front
Nissan,24000.0,crossover,161,3.0,Diesel,yes,2006,Patrol,
Kia,8500.0,sedan,150,2.0,Gas,yes,2008,Magentis,front
Mitsubishi,22500.0,other,57,2.5,Other,yes,2013,L 200,full
Infiniti,42000.0,crossover,33,3.7,Petrol,yes,2014,QX70,full
Mercedes-Benz,7300.0,hatch,176,1.4,Petrol,yes,2004,A 140,front
Mazda,7000.0,sedan,170,2.0,Petrol,yes,2005,3,front
Kia,3300.0,van,300,2.2,Diesel,yes,1998,Besta,rear
BMW,17800.0,vagon,159,3.0,Diesel,yes,2008,530,rear
Hyundai,15450.0,crossover,63,2.0,Petrol,yes,2011,Tucson,full
BMW,7400.0,sedan,279,3.5,Gas,yes,1998,735,rear
Chevrolet,7500.0,sedan,120,2.5,Gas,yes,2006,Evanda,front
Mercedes-Benz,4900.0,van,248,2.2,Diesel,yes,2003,Vito ãðóç.,front
VAZ,4200.0,hatch,73,1.6,Petrol,yes,2010,2114,front
Subaru,18500.0,sedan,51,2.5,Petrol,yes,2011,Impreza,full
Smart,3499.0,sedan,145,6.0,Petrol,yes,2000,Fortwo,rear
Opel,3999.0,van,230,1.7,Diesel,yes,1999,Combo ãðóç.,front
Mitsubishi,22800.0,crossover,43,2.4,Petrol,yes,2013,Outlander,full
Daewoo,3199.0,sedan,255,1.6,Gas,yes,1998,Nubira,front
Renault,7300.0,van,200,1.5,Diesel,yes,2007,Megane,front
Chevrolet,6000.0,sedan,189,1.6,Petrol,yes,2006,Lacetti,front
Audi,11900.0,sedan,195,2.4,Gas,yes,2005,A6,front
Honda,24000.0,sedan,68,2.4,Petrol,yes,2013,Accord,
Citroen,7600.0,vagon,78,1.4,Petrol,yes,2012,C3 Picasso,
Subaru,17000.0,sedan,115,2.0,Other,yes,2004,Impreza WRX STI,full
Hyundai,5500.0,hatch,110,1.4,Petrol,yes,2007,Getz,front
Volkswagen,17900.0,other,119,2.0,Diesel,yes,2012,T6 (Transporter) ïàññ.,front
Nissan,2000.0,sedan,268,2.2,Diesel,no,2000,Almera,front
Alfa Romeo,12000.0,sedan,150,2.2,Petrol,yes,2008,159,front
Volkswagen,7777.0,other,214,2.0,Other,yes,2007,Caddy ïàññ.,
Audi,8400.0,sedan,260,1.8,Gas,yes,2003,A4,front
Renault,7900.0,van,149,1.5,Diesel,yes,2013,Kangoo ãðóç.,front
Land Rover,11000.0,crossover,270,2.5,Diesel,yes,1996,Range Rover,full
BMW,0.0,crossover,0,2.0,Diesel,yes,2016,X5,full
VAZ,1600.0,sedan,123,1.3,Petrol,yes,1988,2109,front
Mercedes-Benz,5800.0,sedan,366,3.2,Gas,yes,1991,S 320,rear
VAZ,5990.0,crossover,1,1.7,Petrol,yes,1981,2121,full
Mercedes-Benz,10550.0,other,128,,Other,yes,2011,Vito ãðóç.,
Ford,9900.0,van,213,2.2,Diesel,yes,2012,Transit ãðóç.,front
BMW,0.0,hatch,107,2.0,Petrol,yes,2006,118,rear
Mercedes-Benz,42000.0,sedan,38,2.2,Diesel,yes,2014,CLA 220,
BMW,68500.0,sedan,43,4.4,Petrol,yes,2013,750,full
Audi,2000.0,vagon,310,2.5,Other,no,1998,A6,front
Toyota,2800.0,sedan,287,1.3,Petrol,yes,1995,Corolla,front
VAZ,1500.0,vagon,300,1.2,Petrol,yes,1980,2102,rear
Land Rover,169900.0,crossover,0,4.4,Diesel,yes,2016,Range Rover,full
Honda,4000.0,sedan,350,1.5,Petrol,yes,1998,Civic,front
Kia,9300.0,sedan,163,3.5,Petrol,yes,2006,Opirus,front
Suzuki,10800.0,hatch,85,1.6,Petrol,yes,2011,SX4,front
Skoda,7900.0,sedan,155,1.6,Gas,yes,2006,Octavia A5,front
Toyota,27000.0,other,105,2.5,Diesel,yes,2013,Hilux,full
Mazda,1500.0,sedan,1,2.0,Gas,yes,1986,626,front
Peugeot,6000.0,van,185,2.0,Diesel,yes,2005,Partner ïàññ.,front
Peugeot,8300.0,other,211,3.0,Gas,yes,2006,407,front
Kia,18300.0,crossover,119,2.4,Gas,yes,2011,Sorento,full
Volkswagen,8350.0,van,1,1.6,Diesel,yes,2011,Caddy ãðóç.,front
Toyota,18000.0,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100,full
Toyota,47700.0,crossover,810,4.7,Gas,yes,2010,Land Cruiser 200,full
Opel,11550.0,sedan,48,2.2,Petrol,yes,2009,Vectra C,front
Lincoln,6500.0,other,59,4.6,Petrol,yes,1995,Town Car,rear
VAZ,926.25,sedan,150,1.2,Petrol,yes,1986,2101,rear
Renault,14500.0,sedan,98,1.5,Diesel,yes,2014,Fluence,front
Volkswagen,0.0,van,123,1.2,Petrol,yes,2013,Caddy ïàññ.,front
Hyundai,6999.0,sedan,71,1.4,Other,yes,2008,Accent,front
Rover,2850.0,sedan,269,2.0,Diesel,no,2002,75,front
BMW,65000.0,crossover,58,4.4,Petrol,yes,2014,X5,full
BMW,18100.0,crossover,200,4.8,Petrol,yes,2005,X5,full
Toyota,22900.0,crossover,34,2.0,Petrol,yes,2012,Rav 4,full
Opel,3500.0,vagon,392,1.7,Diesel,yes,1999,Astra G,front
Audi,13300.0,sedan,207,4.2,Petrol,yes,2004,A8,full
Mercedes-Benz,13300.0,sedan,358,5.0,Gas,yes,2003,S 500,full
Hyundai,9500.0,hatch,45,1.4,Petrol,yes,2011,i20,front
Renault,7200.0,vagon,224,1.5,Diesel,yes,2004,Megane,front
Volvo,5000.0,sedan,310,2.0,Petrol,yes,1996,S40,front
Volkswagen,14900.0,sedan,73,,Petrol,yes,2012,Jetta,front
Mercedes-Benz,13999.0,van,98,2.2,Diesel,yes,2011,Vito ãðóç.,full
Hyundai,9700.0,vagon,42,1.8,Petrol,yes,2011,Matrix,front
SsangYong,20410.845,crossover,0,2.0,Diesel,yes,2014,Korando,front
Kia,11200.0,other,151,2.5,Diesel,yes,2007,Sorento,full
SsangYong,21337.095,crossover,0,2.0,Diesel,yes,2014,Kyron,full
SsangYong,19595.745,crossover,0,2.0,Diesel,yes,2014,Korando,front
Volkswagen,7800.0,sedan,220,1.8,Gas,yes,2002,Passat B5,front
VAZ,2500.0,vagon,125,1.5,Gas,yes,2007,2104,rear
Volkswagen,7350.0,hatch,180,1.4,Petrol,yes,2003,Golf IV,front
SsangYong,12000.0,crossover,124,2.0,Diesel,yes,2008,Kyron,full
Nissan,15300.0,hatch,25,,Other,yes,2013,Leaf,front
Toyota,76500.0,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200,full
Audi,1700.0,sedan,177,1.6,Petrol,no,1996,A4,front
Dodge,4300.0,sedan,263,3.5,Petrol,yes,1995,Intrepid,front
Ford,6500.0,vagon,171,1.4,Petrol,yes,2008,Fusion,front
Subaru,21000.0,sedan,3,2.5,Petrol,yes,2007,Impreza WRX STI,full
Mercedes-Benz,45000.0,sedan,1,1.6,Petrol,yes,2015,C-Class,
Volkswagen,5300.0,van,505,2.4,Diesel,yes,1995,T4 (Transporter) ïàññ.,front
Volkswagen,7300.0,sedan,125,1.6,Petrol,yes,2005,Golf Plus,front
Skoda,9500.0,hatch,118,1.8,Petrol,yes,2009,Octavia,front
Suzuki,9700.0,hatch,114,1.6,Petrol,yes,2009,SX4,front
Mercedes-Benz,5990.0,sedan,400,2.0,Gas,yes,1998,E-Class,rear
Citroen,6500.0,van,177,1.4,Diesel,yes,2008,Nemo ïàññ.,front
Mercedes-Benz,18500.0,van,170,2.2,Diesel,yes,2010,Vito ïàññ.,rear
Mitsubishi,7000.0,sedan,158,1.6,Petrol,yes,2007,Lancer,front
Opel,3100.0,sedan,230,2.0,Diesel,yes,1998,Vectra B,front
BMW,52300.0,sedan,55,3.0,Diesel,yes,2013,5 Series GT,full
Mercedes-Benz,58500.0,crossover,128,3.0,Diesel,yes,2013,ML 350,full
VAZ,6700.0,sedan,65,1.6,Petrol,yes,2014,2170,front
Skoda,6500.0,hatch,265,1.8,Gas,yes,2002,Octavia,front
Citroen,10300.0,van,17,1.4,Petrol,yes,2011,C3 Picasso,front
Fiat,4000.0,van,999,2.5,Diesel,yes,1998,Ducato ïàññ.,front
Honda,6999.0,sedan,320,1.8,Petrol,yes,2007,Civic,front
Toyota,24000.0,crossover,270,4.2,Diesel,yes,1994,Land Cruiser 80,full
Mercedes-Benz,0.0,van,273,2.9,Diesel,yes,2001,Sprinter 310 ïàññ.,
Mercedes-Benz,4900.0,sedan,282,3.2,Gas,yes,1993,E-Class,rear
Citroen,4500.0,van,1,2.0,Diesel,yes,2000,Berlingo ïàññ.,front
Toyota,15700.0,crossover,195,4.0,Gas,yes,2003,Land Cruiser Prado,full
UAZ,5980.0,crossover,155,2.7,Gas,yes,2007,Ïàòðèîò,full
ZAZ,7898.319,sedan,3,1.5,Other,yes,2014,Vida,front
ZAZ,7039.5,sedan,9,1.5,Gas,yes,2015,Lanos,front
Volkswagen,8700.0,hatch,148,1.4,Other,yes,2008,Polo,front
Volkswagen,12900.0,van,290,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front
Ford,3950.0,hatch,250,2.0,Petrol,yes,1995,Mondeo,front
BMW,8500.0,sedan,352,2.17,Petrol,yes,2001,520,front
Great Wall,8500.0,crossover,116,2.4,Petrol,yes,2006,Hover,full
VAZ,4800.0,sedan,80,1.6,Petrol,yes,2011,2110,front
Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010,S 350,full
Mitsubishi,5700.0,sedan,176,1.6,Petrol,yes,2004,Lancer,front
Daewoo,2999.0,sedan,225,2.0,Gas,yes,1998,Leganza,front
Fiat,9700.0,van,141,2.0,Diesel,yes,2012,Ducato ãðóç.,front
Mercedes-Benz,17990.0,crossover,230,3.0,Diesel,yes,2007,R 320,full
VAZ,2800.0,sedan,167,1.5,Petrol,yes,2002,2115,front
Ford,8700.0,hatch,84,1.6,Petrol,yes,2010,Fusion,front
Geely,7900.0,sedan,57,1.8,Petrol,yes,2014,Emgrand 7 (EC7),front
Renault,18932.55,hatch,0,1.5,Diesel,yes,2016,Megane,front
Renault,18988.125,crossover,0,1.5,Diesel,yes,2016,Duster,full
Hyundai,18300.0,other,0,,Other,yes,2012,Sonata,
Mercedes-Benz,17600.0,sedan,174,4.0,Diesel,yes,2005,S 400,rear
Volkswagen,12500.0,van,190,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front
Renault,15820.35,sedan,0,1.5,Diesel,yes,2016,Fluence,front
Hyundai,12500.0,sedan,50,1.6,Petrol,yes,2013,Elantra,front
Jeep,55000.0,crossover,40,3.8,Petrol,yes,2011,Wrangler,full
Jeep,36999.0,crossover,0,2.4,Petrol,yes,2014,Cherokee,full
Volvo,4800.0,sedan,200,2.3,Gas,yes,1995,850,front
SsangYong,15500.0,crossover,87,2.0,Diesel,yes,2012,Korando,full
Skoda,8100.0,hatch,101,1.4,Petrol,yes,2011,Fabia,front
Kia,11111.0,sedan,44,1.4,Gas,yes,2013,Rio,front
Nissan,2700.0,sedan,227,2.5,Petrol,yes,1996,Cefiro,front
Audi,6500.0,vagon,421,2.5,Diesel,yes,1996,A6,front
Opel,5850.0,van,206,1.3,Diesel,yes,2011,Combo ãðóç.,front
Mercedes-Benz,35000.0,other,147,6.0,Petrol,yes,2001,S 600,rear
Opel,3600.0,sedan,400,1.6,Gas,yes,1991,Vectra A,front
Chevrolet,3500.0,other,198,3.1,Gas,yes,2015,Lumina,front
Opel,8700.0,van,305,1.9,Diesel,yes,2005,Vivaro ïàññ.,front
Chevrolet,6300.0,sedan,96,1.6,Other,yes,2008,Lacetti,front
Audi,31999.0,sedan,107,3.0,Diesel,yes,2009,A8,full
Volkswagen,3100.0,sedan,390,1.8,Petrol,yes,1990,Passat B3,front
Mitsubishi,4800.0,hatch,206,1.6,Gas,yes,2001,Carisma,front
BMW,2899.0,sedan,340,2.4,Diesel,yes,1988,524,rear
Fiat,7100.0,other,105,1.3,Diesel,yes,2007,Doblo ïàññ.,front
Renault,7650.0,van,151,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
Renault,7400.0,vagon,200,1.5,Diesel,yes,2007,Megane,front
Citroen,6800.0,hatch,88,1.6,Petrol,yes,2009,C4,front
Audi,63200.0,sedan,0,2.0,Petrol,yes,2016,A6,full
Mercedes-Benz,12200.0,other,287,3.2,Petrol,yes,2000,ML 320,full
JAC,4800.0,other,43,1.0,Petrol,yes,2014,J2,front
Volkswagen,8650.0,van,108,1.6,Diesel,yes,2013,Caddy ãðóç.,front
Great Wall,9800.0,crossover,47,2.4,Gas,yes,2008,Hover,full
Volkswagen,12850.0,crossover,200,2.5,Diesel,yes,2006,Touareg,full
Volkswagen,15200.0,crossover,58,2.0,Petrol,yes,2008,Tiguan,full
Audi,62000.0,vagon,24,3.0,Diesel,yes,2015,A6 Allroad,full
Mercedes-Benz,39000.0,crossover,195,5.0,Gas,yes,2002,G 500,full
Volkswagen,9600.0,sedan,106,1.6,Petrol,yes,2011,Polo,front
Hyundai,9800.0,crossover,66,2.0,Petrol,yes,2007,Tucson,front
Geely,5800.0,hatch,51,1.5,Gas,yes,2012,MK Cross,front
Mazda,8100.0,other,85,1.3,Petrol,yes,2004,RX-8,rear
Infiniti,23999.0,other,40,3.7,Petrol,yes,2008,G37,rear
BMW,13000.0,sedan,193,3.6,Petrol,yes,2003,735,rear
Renault,7200.0,sedan,69,1.4,Petrol,yes,2012,Symbol,front
Bentley,499999.0,crossover,0,6.0,Petrol,yes,2016,Bentayga,full
Suzuki,10950.0,crossover,181,2.0,Other,yes,2008,Grand Vitara,full
ZAZ,2300.0,hatch,208,1.2,Petrol,yes,2008,1103 Ñëàâóòà,front
Mercedes-Benz,62000.0,crossover,150,3.0,Diesel,yes,2013,GL 350,full
Mazda,10200.0,sedan,67,1.6,Petrol,yes,2009,3,front
Nissan,13000.0,hatch,45,1.0,Other,yes,2012,Leaf,
Geely,5600.0,sedan,39,1.5,Gas,yes,2013,MK,front
VAZ,670.0,sedan,5,1.5,Petrol,yes,1987,2105,rear
Seat,7500.0,hatch,71,1.2,Petrol,yes,2010,Ibiza,front
Toyota,54000.0,crossover,147,4.5,Diesel,yes,2011,Land Cruiser 200,full
Kia,2500.0,sedan,300,1.8,Gas,yes,1998,Clarus,front
Nissan,5300.0,hatch,107,1.2,Petrol,yes,2008,Micra,front
Audi,2800.0,sedan,330,,Other,yes,1989,80,
Opel,4450.0,vagon,165,1.6,Petrol,yes,2000,Astra G,front
Nissan,12350.0,crossover,154,2.0,Gas,yes,2007,X-Trail,full
Toyota,29900.0,crossover,144,4.0,Gas,yes,2008,Land Cruiser 200,full
Mercedes-Benz,28500.0,hatch,15,1.8,Diesel,yes,2014,A 180,front
Hyundai,10900.0,sedan,115,2.0,Other,yes,2008,Sonata,front
Hyundai,6200.0,sedan,112,1.4,Petrol,yes,2007,Accent,front
Volkswagen,13700.0,other,200,2.5,Diesel,yes,2005,Touareg,full
Kia,6500.0,hatch,103,2.0,Petrol,yes,2006,Cerato,front
BMW,5650.0,sedan,284,2.0,Petrol,yes,1998,520,rear
ZAZ,1700.0,hatch,104,1.2,Petrol,yes,2008,1103 Ñëàâóòà,front
Volkswagen,8900.0,van,169,1.9,Diesel,yes,2008,Caddy ïàññ.,front
Mitsubishi,14500.0,crossover,167,3.0,Gas,yes,2008,Pajero Wagon,full
Volkswagen,13500.0,van,124,2.0,Diesel,yes,2013,T6 (Transporter) ãðóç,front
Daewoo,4299.0,hatch,65,0.8,Petrol,yes,2012,Matiz,front
Honda,15300.0,sedan,46,1.8,Petrol,yes,2013,Civic,front
VAZ,1950.0,sedan,91,1.5,Petrol,yes,2005,2107,rear
Fiat,7800.0,hatch,90,1.4,Petrol,yes,2012,Grande Punto,front
Subaru,16500.0,sedan,145,2.5,Petrol,yes,2013,Legacy,full
Volkswagen,1899.0,hatch,300,1.6,Gas,yes,1984,Golf II,front
VAZ,1250.0,sedan,150,1.3,Petrol,yes,1989,2105,rear
Daewoo,3300.0,sedan,140,1.3,Petrol,yes,2005,Sens,front
Opel,6150.0,sedan,87,1.4,Gas,yes,2007,Astra G,front
Renault,7999.0,van,154,1.5,Diesel,yes,2008,Scenic,front
Daewoo,3900.0,sedan,101,1.5,Petrol,yes,2008,Lanos,front
Lexus,35000.0,crossover,87,4.7,Gas,yes,2007,LX 470,full
Mazda,20000.0,sedan,25,2.0,Petrol,yes,2015,6,front
Volkswagen,11990.0,van,231,2.5,Diesel,yes,2002,Caravelle,front
Ford,12900.0,hatch,35,1.0,Petrol,yes,2014,Fiesta,front
BMW,32500.0,vagon,162,3.0,Diesel,yes,2012,530,rear
Volkswagen,11990.0,van,231,2.5,Diesel,yes,2002,T4 (Transporter) ïàññ.,front
Opel,2150.0,hatch,300,1.8,Gas,yes,1987,Kadett,front
Volkswagen,6400.0,van,181,2.0,Diesel,yes,2008,Caddy ãðóç.,front
Volkswagen,1296.75,sedan,1,1.6,Petrol,yes,1980,Jetta,
Mercedes-Benz,18800.0,other,90,1.8,Petrol,yes,2008,CLC 180,rear
Volkswagen,1300.0,other,10,1.6,Diesel,yes,1984,T2 (Transporter),rear
ZAZ,5800.0,sedan,46,1.5,Gas,yes,2013,Forza,front
Subaru,10200.0,sedan,112,2.5,Petrol,yes,2007,Legacy,full
Mercedes-Benz,39900.0,other,88,6.2,Petrol,yes,2008,CL 63 AMG,rear
Renault,13500.0,van,198,1.5,Diesel,yes,2012,Grand Scenic,front
Lexus,15300.0,crossover,162,3.3,Petrol,yes,2006,RX 330,full
Volkswagen,10200.0,van,153,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,front
Toyota,2200.0,hatch,50,2.0,Petrol,yes,1991,Carina,front
Geely,9200.0,sedan,35,2.0,Petrol,yes,2015,Emgrand 8,front
ZAZ,1600.0,sedan,930,1.2,Gas,yes,2006,1103 Ñëàâóòà,front
Mercedes-Benz,9000.0,sedan,198,4.0,Diesel,yes,2002,S 400,
Chevrolet,44000.0,other,1,2.0,Petrol,yes,2016,Camaro,rear
Fiat,8900.0,vagon,124,1.3,Diesel,yes,2011,Qubo ïàññ.,front
SsangYong,16500.0,crossover,73,2.0,Diesel,yes,2013,Korando,
Great Wall,8800.0,sedan,1,1.5,Petrol,yes,2014,C30,front
Toyota,27000.0,other,192,3.0,Diesel,yes,2007,Hilux,full
Ford,35000.0,other,67,5.0,Gas,yes,2011,F-150,full
Peugeot,12782.25,hatch,0,1.2,Petrol,yes,2016,208,front
Suzuki,6999.0,hatch,92,1.3,Petrol,yes,2007,Swift,front
Opel,1099.0,sedan,250,1.8,Petrol,no,1996,Vectra B,front
Honda,9300.0,sedan,116,2.0,Petrol,yes,2006,Accord,front
Renault,6700.0,van,220,2.0,Other,yes,2007,Trafic ãðóç.,front
Subaru,11900.0,crossover,110,2.0,Petrol,yes,2008,Forester,full
Mazda,7999.0,sedan,135,2.0,Gas,yes,2006,6,front
Audi,22999.0,crossover,125,4.2,Petrol,yes,2008,Q7,full
Toyota,23500.0,sedan,80,2.5,Gas,yes,2014,Camry,front
Subaru,12900.0,crossover,139,2.5,Petrol,yes,2008,Forester,full
Renault,7500.0,sedan,131,1.6,Petrol,yes,2009,Megane,front
Samsung,6299.0,sedan,131,2.0,Petrol,yes,2004,SM5,front
Groz,3800.0,van,80,2.2,Petrol,yes,2008,Polarsun Business Van,rear
BMW,9500.0,sedan,339,3.0,Diesel,yes,2001,530,rear
Mercedes-Benz,9600.0,van,184,2.2,Diesel,yes,2012,Vito ãðóç.,rear
Mitsubishi,17900.0,crossover,89,3.8,Gas,yes,2008,Pajero Wagon,full
Citroen,9200.0,sedan,149,1.6,Diesel,yes,2013,C-Elysee,front
Honda,10300.0,sedan,106,2.0,Petrol,yes,2007,Accord,front
Opel,11700.0,hatch,30,1.6,Gas,yes,2014,Astra H,front
Honda,8500.0,crossover,90,2.4,Petrol,no,2011,CR-V,full
BMW,6500.0,sedan,272,2.8,Petrol,yes,1996,328,rear
Volkswagen,28660.0,van,0,1.6,Diesel,yes,2016,Caddy ïàññ.,front
Suzuki,7700.0,hatch,78,1.3,Petrol,yes,2007,Swift,front
Volvo,19899.0,hatch,25,1.6,Diesel,yes,2013,V40,front
Seat,3200.0,sedan,344,1.8,Gas,no,1996,Toledo,front
Volkswagen,9800.0,van,160,1.9,Diesel,yes,2009,Caddy ïàññ.,front
Mercedes-Benz,41900.0,sedan,95,6.3,Petrol,yes,2011,S 63 AMG,
Lamborghini,130000.0,other,20,5.0,Petrol,yes,2008,Gallardo,full
Lincoln,21500.0,crossover,85,3.5,Petrol,yes,2008,MKX,full
Toyota,10500.0,van,200,2.7,Gas,yes,2005,Tacoma,rear
Mercedes-Benz,2800.0,other,220,2.3,Petrol,no,2000,CLK 230,rear
Mercedes-Benz,0.0,sedan,16,3.0,Diesel,yes,2014,S 350,front
Volkswagen,16200.0,sedan,116,2.0,Diesel,yes,2011,Passat B7,front
Renault,8299.0,sedan,19,1.2,Petrol,yes,2013,Logan,front
Mercedes-Benz,104000.0,crossover,16,5.5,Petrol,yes,2015,ML 63 AMG,full
Volkswagen,3350.0,other,223,1.9,Diesel,yes,1997,Caddy ãðóç.,front
BMW,34000.0,sedan,115,5.0,Petrol,yes,2008,750,full
Mercedes-Benz,0.0,sedan,16,3.0,Diesel,yes,2014,S 350,full
Honda,18500.0,sedan,1,1.5,Petrol,yes,2016,Civic,front
Tesla,64900.0,sedan,23,,Other,yes,2013,Model S,rear
Lexus,45300.0,crossover,1,2.0,Petrol,yes,2015,NX 200,full
Ford,9750.0,hatch,99,1.6,Petrol,yes,2012,Focus,front
Audi,30900.0,crossover,70,2.0,Petrol,yes,2012,Q3,full
Toyota,26900.0,crossover,119,4.0,Gas,yes,2008,Land Cruiser Prado,full
Mercedes-Benz,28900.0,other,78,3.5,Petrol,yes,2010,E-Class,rear
Mercedes-Benz,0.0,crossover,0,2.2,Diesel,yes,2016,GLC-Class,full
Smart,7700.0,crossover,50,1.0,Petrol,yes,2011,Forfour,
Mercedes-Benz,35300.0,sedan,3,1.6,Petrol,yes,2014,CLA 200,front
Toyota,0.0,crossover,1,2.2,Diesel,yes,2016,Rav 4,full
SsangYong,20500.0,crossover,45,2.0,Diesel,yes,2014,Rexton W,full
Skoda,12999.0,sedan,70,1.6,Petrol,yes,2013,Octavia A5,front
UAZ,1750.0,crossover,1,2.4,Gas,yes,1982,469Á,full
Audi,80999.0,crossover,0,3.0,Diesel,yes,2016,Q7,full
Toyota,45500.0,crossover,45,3.5,Petrol,yes,2015,Highlander,full
BMW,4800.0,sedan,111,2.5,Gas,yes,1991,525,rear
Toyota,2999.0,vagon,5,1.3,Petrol,yes,1989,Corolla,front
BMW,27000.0,sedan,137,5.0,Other,yes,2005,M5,
Lexus,24500.0,hatch,70,1.8,Other,yes,2012,CT,front
Kia,13111.0,sedan,11,1.4,Petrol,yes,2015,Rio,front
Mercedes-Benz,6200.0,van,196,2.2,Diesel,yes,2002,Vito ïàññ.,front
VAZ,9500.0,crossover,7,1.7,Petrol,yes,2015,2121,full
Infiniti,16800.0,sedan,156,3.5,Gas,yes,2007,M35,full
Chevrolet,6900.0,sedan,167,2.0,Petrol,yes,2008,Epica,front
Opel,7800.0,sedan,171,2.2,Petrol,yes,2006,Vectra C,front
